date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:51:13	54266/54266	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d3fa-6401b6ac-c712faa3dd266946;gz%22	https://bridgetrade.co.uk/assets/fonts/icons/Icons-Lineb26c.eot?v=2.4.0	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons/Icons-Lineb26cb26c.eot	(from https://bridgetrade.co.uk/assets/css/vendor/icons.min.css)
00:51:15	30064/30064	---M--	200	added ('OK')	font/woff2	etag:%227570-6401b6ac-6e3de7be8d635a03;;;%22	https://bridgetrade.co.uk/assets/fonts/icons/Icons-Lineb26c.woff2?v=2.4.0	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons/Icons-Lineb26cb26c.woff2	(from https://bridgetrade.co.uk/assets/css/vendor/icons.min.css)
00:51:15	54056/54056	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22d328-6401b6ac-8304620056ca8d0;gz%22	https://bridgetrade.co.uk/assets/fonts/icons/Icons-Lineb26c.ttf?v=2.4.0	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons/Icons-Lineb26cb26c.ttf	(from https://bridgetrade.co.uk/assets/css/vendor/icons.min.css)
00:51:15	81332/81332	---M--	200	added ('OK')	application/font-woff	etag:%2213db4-6401b6ac-33ad6fc33549bd94;;;%22	https://bridgetrade.co.uk/assets/fonts/icons/Icons-Lineb26c.woff?v=2.4.0	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons/Icons-Lineb26cb26c.woff	(from https://bridgetrade.co.uk/assets/css/vendor/icons.min.css)
00:51:16	2457/2457	---M-Z	200	added ('OK')	text/html	etag:%22999-6401b6ac-b94581871bb4ed7e;gz%22	https://bridgetrade.co.uk/assets/fonts/icons/Icons-Lineb26c.html?v=2.4.0	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons/Icons-Lineb26cb26c.html	(from https://bridgetrade.co.uk/assets/css/vendor/icons.min.css)
00:51:17	134878/134878	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220ede-6401b6ac-97cfa1626b32333d;gz%22	https://bridgetrade.co.uk/assets/fonts/icons-fa/fa-brands-400.eot	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons-fa/fa-brands-400.eot	(from https://bridgetrade.co.uk/assets/css/vendor/icons-fa.min.css)
00:51:17	134878/134878	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220ede-6401b6ac-e9a4cdc621ed6f7d;gz%22	https://bridgetrade.co.uk/assets/fonts/icons-fa/fa-brands-400d41d.eot?	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons-fa/fa-brands-400d41dd41d.eot	(from https://bridgetrade.co.uk/assets/css/vendor/icons-fa.min.css)
00:51:17	77444/77444	---M--	200	added ('OK')	font/woff2	etag:%2212e84-6401b6ac-3d3c602f4fcee763;;;%22	https://bridgetrade.co.uk/assets/fonts/icons-fa/fa-brands-400.woff2	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons-fa/fa-brands-400.woff2	(from https://bridgetrade.co.uk/assets/css/vendor/icons-fa.min.css)
00:51:18	90872/90872	---M--	200	added ('OK')	application/font-woff	etag:%22162f8-6401b6ac-58a43810bca88f17;;;%22	https://bridgetrade.co.uk/assets/fonts/icons-fa/fa-brands-400.woff	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons-fa/fa-brands-400.woff	(from https://bridgetrade.co.uk/assets/css/vendor/icons-fa.min.css)
00:51:18	134572/134572	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2220dac-6401b6ac-2a7e277a5fedbc89;gz%22	https://bridgetrade.co.uk/assets/fonts/icons-fa/fa-brands-400.ttf	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons-fa/fa-brands-400.ttf	(from https://bridgetrade.co.uk/assets/css/vendor/icons-fa.min.css)
00:51:19	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-6401b6ac-158d735f1f04e0fa;gz%22	https://bridgetrade.co.uk/assets/fonts/icons-fa/fa-regular-400.eot	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons-fa/fa-regular-400.eot	(from https://bridgetrade.co.uk/assets/css/vendor/icons-fa.min.css)
00:51:20	729325/729325	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b20ed-6401b6ac-cdd4992cecd6482c;gz%22	https://bridgetrade.co.uk/assets/fonts/icons-fa/fa-brands-400.svg	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons-fa/fa-brands-400.svg	(from https://bridgetrade.co.uk/assets/css/vendor/icons-fa.min.css)
00:51:22	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-6401b6ac-d7a2751e6751461e;gz%22	https://bridgetrade.co.uk/assets/fonts/icons-fa/fa-regular-400d41d.eot?	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/fonts/icons-fa/fa-regular-400d41dd41d.eot	(from https://bridgetrade.co.uk/assets/css/vendor/icons-fa.min.css)
